state,statename,collectionDate,InpatBeds_Occ_AnyPat_Est,InBedsOccAnyPat__Numbeds_Est,Inpatient_Bed_Capacity,InpatBeds_Occ_COVID_Est,InBedsOccCOVID__Numbeds_Est,ICUBeds_Occ_AnyPat_Est,ICUBedsOccAnyPat__N_ICUBeds_Est,ICUBedsOccAnyPat__N_ICUBeds_LoCI,ICUBedsOccAnyPat__N_ICUBeds_UpCI,ICU_Bed_total_estimate_Capacity
KY,Kentucky,26-Jun-20,11002,72.6,15154.26997,943,6.2,1777,76.1,60.4,91.8,2335.085414
KY,Kentucky,27-Jun-20,10396,66.5,15633.08271,818,5.2,1946,73.6,51.8,95.3,2644.021739
KY,Kentucky,28-Jun-20,9794,63.3,15472.35387,777,5,1931,74.2,54,94.5,2602.425876
KY,Kentucky,29-Jun-20,8804,62.6,14063.89776,820,5.8,1526,69.1,60.1,78.1,2208.393632
KY,Kentucky,30-Jun-20,9281,65.7,14126.33181,809,5.7,1560,70.2,61.4,78.9,2222.222222
KY,Kentucky,01-Jul-20,9212,66.6,13831.83183,779,5.6,1388,69.2,61.4,76.9,2005.780347
KY,Kentucky,02-Jul-20,9094,65.9,13799.69651,760,5.5,1398,70.2,62.8,77.6,1991.452991
KY,Kentucky,03-Jul-20,9185,64.4,14262.42236,797,5.6,1581,71.6,61.4,81.7,2208.100559
KY,Kentucky,04-Jul-20,8668,60.9,14233.16913,753,5.3,1502,66.8,55.3,78.3,2248.502994
KY,Kentucky,05-Jul-20,8504,60,14173.33333,739,5.2,1507,67.4,57.3,77.5,2235.905045
KY,Kentucky,06-Jul-20,8893,62.8,14160.82803,805,5.7,1593,71.1,61.8,80.4,2240.506329
KY,Kentucky,07-Jul-20,9589,67.7,14163.95864,767,5.4,1587,71,58.3,83.7,2235.211268
LA,Louisiana,01-Apr-20,6911,52.8,13089.01515,1930,14.7,1085,67.8,57.8,77.7,1600.294985
LA,Louisiana,02-Apr-20,7118,54.7,13012.79707,2149,16.5,1117,68,60.8,75.2,1642.647059
LA,Louisiana,03-Apr-20,7653,58.6,13059.72696,2715,20.8,1406,72.4,64.5,80.3,1941.98895
LA,Louisiana,04-Apr-20,7296,56,13028.57143,2486,19.1,1389,71.5,62.9,80.1,1942.657343
LA,Louisiana,05-Apr-20,7211,56.2,12830.96085,2528,19.7,1372,72.8,63.5,82.1,1884.615385
LA,Louisiana,06-Apr-20,7682,56.7,13548.50088,2799,20.7,1536,73.1,64.1,82.2,2101.23119
LA,Louisiana,07-Apr-20,7961,57.5,13845.21739,2782,20.1,1632,73.3,64.2,82.3,2226.466576
LA,Louisiana,08-Apr-20,7591,57.8,13133.21799,2793,21.3,1453,73.3,63.5,83.1,1982.264666
LA,Louisiana,09-Apr-20,7535,57.3,13150.08726,2651,20.1,1434,74.5,63.7,85.3,1924.832215
LA,Louisiana,10-Apr-20,7674,55.4,13851.98556,2608,18.8,1476,74.1,63.3,84.9,1991.902834
LA,Louisiana,11-Apr-20,7351,55.1,13341.19782,2466,18.5,1415,70.1,59.7,80.4,2018.544936
LA,Louisiana,12-Apr-20,7643,55.4,13796.02888,2507,18.2,1555,72.9,61.1,84.7,2133.058985
LA,Louisiana,13-Apr-20,8233,56.9,14469.24429,2606,18,1572,71.8,63.4,80.3,2189.415042
LA,Louisiana,14-Apr-20,7846,56.4,13911.34752,2264,16.3,1351,71.3,61,81.7,1894.810659
LA,Louisiana,15-Apr-20,8034,58.3,13780.44597,2335,16.9,1439,70.7,61.4,79.9,2035.360679
LA,Louisiana,16-Apr-20,7981,57.7,13831.88908,2146,15.5,1459,70.3,59,81.6,2075.391181
LA,Louisiana,17-Apr-20,7807,56.9,13720.56239,2031,14.8,1408,70.5,60.1,80.8,1997.163121
LA,Louisiana,18-Apr-20,7576,55.6,13625.89928,1940,14.2,1398,73.7,62.1,85.3,1896.87924
LA,Louisiana,19-Apr-20,7606,56,13582.14286,1896,14,1401,70.3,59,81.6,1992.887624
LA,Louisiana,20-Apr-20,7843,57.4,13663.76307,1858,13.6,1345,68,59.5,76.4,1977.941176
LA,Louisiana,21-Apr-20,7963,60,13271.66667,1699,12.8,1301,69.4,61.4,77.5,1874.639769
LA,Louisiana,22-Apr-20,8118,60.6,13396.0396,1647,12.3,1324,69.9,57.3,82.6,1894.134478
LA,Louisiana,23-Apr-20,7914,59.6,13278.52349,1598,12,1281,72.4,56.1,88.8,1769.337017
LA,Louisiana,24-Apr-20,7739,58.6,13206.48464,1568,11.9,1273,70.6,57.6,83.6,1803.116147
LA,Louisiana,25-Apr-20,7460,56.8,13133.80282,1528,11.6,1172,65.9,53.3,78.5,1778.4522
LA,Louisiana,26-Apr-20,7361,56.5,13028.31858,1499,11.5,1173,64.9,55.4,74.3,1807.395994
LA,Louisiana,27-Apr-20,7889,57.9,13625.21589,1525,11.2,1334,66.6,57.9,75.3,2003.003003
LA,Louisiana,28-Apr-20,8269,60.6,13645.21452,1544,11.3,1320,67.3,58.1,76.5,1961.367013
LA,Louisiana,29-Apr-20,8249,60.3,13679.93367,1638,12,1324,69.4,58.4,80.5,1907.78098
LA,Louisiana,30-Apr-20,8405,61,13778.68852,1462,10.6,1345,70.3,58.4,82.2,1913.229018
LA,Louisiana,01-May-20,8283,60.7,13645.79901,1453,10.6,1235,64.8,54.9,74.6,1905.864198
LA,Louisiana,02-May-20,8086,59.5,13589.91597,1320,9.7,1293,66.7,55.1,78.2,1938.530735
LA,Louisiana,03-May-20,8220,59.7,13768.84422,1278,9.3,1269,65.8,55.9,75.7,1928.571429
LA,Louisiana,04-May-20,8420,60.1,14009.98336,1388,9.9,1301,62.9,54.5,71.3,2068.36248
LA,Louisiana,05-May-20,9188,64.8,14179.01235,1446,10.2,1320,65,57.3,72.6,2030.769231
LA,Louisiana,06-May-20,9437,66.7,14148.42579,1423,10.1,1336,67.8,56.2,79.3,1970.501475
LA,Louisiana,07-May-20,9375,66.5,14097.74436,1291,9.2,1307,66.3,57.6,75,1971.342383
LA,Louisiana,08-May-20,9365,66.3,14125.18854,1268,9,1331,66.7,59.1,74.3,1995.502249
LA,Louisiana,09-May-20,8740,62.6,13961.66134,1232,8.8,1223,63.1,54.1,72,1938.193344
LA,Louisiana,10-May-20,8323,59.6,13964.7651,1120,8,1170,60.2,51.5,68.9,1943.521595
LA,Louisiana,11-May-20,8544,60.6,14099.0099,1121,7.9,1186,61.3,53.2,69.5,1934.747145
LA,Louisiana,12-May-20,9204,64.3,14314.15241,1034,7.2,1261,63.5,55.9,71.1,1985.826772
LA,Louisiana,13-May-20,9454,65.7,14389.64992,1012,7,1324,66.9,58.2,75.5,1979.073244
LA,Louisiana,14-May-20,9486,66.2,14329.30514,975,6.8,1349,67.2,58.5,75.9,2007.440476
LA,Louisiana,15-May-20,9365,64.9,14429.89214,955,6.6,1344,67.1,58.1,76.2,2002.980626
LA,Louisiana,16-May-20,9019,62.9,14338.63275,934,6.5,1310,65.8,56.9,74.7,1990.881459
LA,Louisiana,17-May-20,8669,61.1,14188.21604,917,6.5,1247,62.8,53.8,71.7,1985.66879
LA,Louisiana,18-May-20,8452,62.1,13610.30596,795,5.8,1142,62,53.4,70.5,1841.935484
LA,Louisiana,19-May-20,9082,66,13760.60606,766,5.6,1192,64.4,55.7,73.2,1850.931677
LA,Louisiana,20-May-20,9198,66.7,13790.10495,752,5.5,1311,67.9,60,75.7,1930.78056
LA,Louisiana,21-May-20,9268,66.8,13874.2515,693,5,1289,62,52.2,71.7,2079.032258
LA,Louisiana,22-May-20,9350,67.3,13893.01634,656,4.7,1270,65,56.6,73.3,1953.846154
LA,Louisiana,23-May-20,8685,63.1,13763.86688,634,4.6,1193,64.5,56,73,1849.612403
LA,Louisiana,24-May-20,8389,61.4,13662.86645,635,4.7,1196,65.7,56.1,75.3,1820.395738
LA,Louisiana,25-May-20,8036,60.7,13238.87974,607,4.6,1129,65.8,55.8,75.7,1715.805471
LA,Louisiana,26-May-20,8277,63.3,13075.82938,603,4.6,1165,67,56.5,77.4,1738.80597
LA,Louisiana,27-May-20,9083,68,13357.35294,574,4.3,1219,68.9,58,79.8,1769.230769
LA,Louisiana,28-May-20,9585,69,13891.30435,617,4.4,1273,64.6,54.7,74.6,1970.588235
LA,Louisiana,29-May-20,9290,67.1,13845.00745,577,4.2,1225,65.9,55.5,76.3,1858.877086
LA,Louisiana,30-May-20,9140,63.8,14326.01881,601,4.2,1318,66.8,57.9,75.7,1973.053892
LA,Louisiana,31-May-20,8641,62.2,13892.28296,567,4.1,1231,63.7,54.7,72.7,1932.496075
LA,Louisiana,01-Jun-20,7996,61.7,12959.48136,512,4,1157,63.8,54.8,72.7,1813.479624
LA,Louisiana,02-Jun-20,8934,66.6,13414.41441,468,3.5,1254,65.6,57.3,73.9,1911.585366
LA,Louisiana,03-Jun-20,8579,65.8,13037.99392,446,3.4,976,58.3,47.6,69,1674.099485
LA,Louisiana,04-Jun-20,8823,68,12975,448,3.5,1246,71.3,63.3,79.2,1747.545582
LA,Louisiana,05-Jun-20,8607,62.1,13859.90338,460,3.3,1448,64,54.8,73.2,2262.5
LA,Louisiana,06-Jun-20,8096,59.6,13583.89262,466,3.4,1488,67.6,58.7,76.5,2201.183432
LA,Louisiana,07-Jun-20,8553,59.4,14398.9899,531,3.7,1461,60.9,51.9,70,2399.014778
LA,Louisiana,08-Jun-20,8546,60.6,14102.31023,460,3.3,1385,60.2,51.4,69,2300.664452
LA,Louisiana,09-Jun-20,9175,63.2,14517.40506,490,3.4,1535,63.6,52.8,74.4,2413.522013
LA,Louisiana,10-Jun-20,9156,63.2,14487.34177,448,3.1,1562,63.1,54.2,72.1,2475.435816
LA,Louisiana,11-Jun-20,9936,64.4,15428.57143,501,3.2,1641,66.2,57.7,74.6,2478.851964
LA,Louisiana,12-Jun-20,8797,62.5,14075.2,544,3.9,1384,61.6,53.6,69.6,2246.753247
LA,Louisiana,13-Jun-20,7903,58,13625.86207,481,3.5,1334,57.9,50.5,65.4,2303.972366
LA,Louisiana,14-Jun-20,9082,61.7,14719.61102,517,3.5,1549,59.9,53.2,66.6,2585.976628
LA,Louisiana,15-Jun-20,8115,59.8,13570.23411,524,3.9,1433,58,49.8,66.1,2470.689655
LA,Louisiana,16-Jun-20,8515,65.3,13039.81623,475,3.6,1459,60.6,51.6,69.7,2407.590759
LA,Louisiana,17-Jun-20,8627,68.3,12631.03953,489,3.9,1065,58.9,50,67.7,1808.149406
LA,Louisiana,18-Jun-20,8952,64.1,13965.67863,506,3.6,1523,61.5,53,70.1,2476.422764
LA,Louisiana,19-Jun-20,10079,68.8,14649.7093,567,3.9,1670,65.5,56.5,74.4,2549.618321
LA,Louisiana,20-Jun-20,8691,64.1,13558.50234,484,3.6,1480,63,54.3,71.8,2349.206349
LA,Louisiana,21-Jun-20,8880,62.2,14276.52733,491,3.4,1394,62.1,53,71.3,2244.766506
LA,Louisiana,22-Jun-20,8745,62.7,13947.36842,501,3.6,1548,60.5,51.5,69.5,2558.677686
LA,Louisiana,23-Jun-20,9279,66,14059.09091,559,4,1657,64.8,54.1,75.4,2557.098765
LA,Louisiana,24-Jun-20,9119,64.8,14072.53086,579,4.1,1732,66.1,56.8,75.5,2620.272315
LA,Louisiana,25-Jun-20,9062,64.8,13984.5679,537,3.8,1437,68.1,57,79.2,2110.132159
LA,Louisiana,26-Jun-20,10072,66.9,15055.30643,727,4.8,1712,66.8,59.1,74.5,2562.874251
LA,Louisiana,27-Jun-20,8525,62.4,13661.85897,581,4.3,1458,63.4,54.2,72.7,2299.684543
LA,Louisiana,28-Jun-20,9196,62.5,14713.6,731,5,1623,63.1,53,73.2,2572.107765
LA,Louisiana,29-Jun-20,8117,60.4,13438.74172,653,4.9,1142,60.6,52.2,69,1884.488449
LA,Louisiana,30-Jun-20,8790,64.2,13691.58879,665,4.9,1206,62.3,51.5,73.1,1935.794543
LA,Louisiana,01-Jul-20,8862,65.2,13592.02454,669,4.9,1300,66.6,56.5,76.7,1951.951952
LA,Louisiana,02-Jul-20,9047,66.6,13584.08408,818,6,1284,68,58.5,77.5,1888.235294
LA,Louisiana,03-Jul-20,9661,65.3,14794.79326,898,6.1,1748,66.9,56.1,77.7,2612.855007
LA,Louisiana,04-Jul-20,8519,58.3,14612.34991,903,6.2,1698,64.7,54.1,75.2,2624.420402
LA,Louisiana,05-Jul-20,8695,59.7,14564.48911,897,6.2,1728,65.2,54.2,76.2,2650.306748
LA,Louisiana,06-Jul-20,9067,61.4,14767.10098,996,6.7,1684,64.6,52.6,76.7,2606.811146
LA,Louisiana,07-Jul-20,9731,65.3,14901.99081,1039,7,1704,65.3,54,76.6,2609.49464
MA,Massachusetts,01-Apr-20,6709,53.3,12587.24203,1778,14.1,1016,52.1,14.5,89.8,1950.095969
MA,Massachusetts,02-Apr-20,7311,59.5,12287.39496,2093,17,1152,59.4,21.3,97.5,1939.393939
MA,Massachusetts,03-Apr-20,7237,59.3,12204.04722,1979,16.2,1230,64,39,89,1921.875
MA,Massachusetts,04-Apr-20,7425,60.9,12192.11823,2201,18,1275,65.7,38.8,92.6,1940.639269
MA,Massachusetts,05-Apr-20,7538,61,12357.37705,2284,18.5,1279,65.8,39,92.7,1943.768997
MA,Massachusetts,06-Apr-20,8145,65.8,12378.41945,2342,18.9,1362,68.3,40.7,95.8,1994.143485
MA,Massachusetts,07-Apr-20,7725,65.3,11830.01531,2362,20,1027,68.5,47.7,89.2,1499.270073
MA,Massachusetts,08-Apr-20,7818,66.4,11774.09639,2409,20.4,1007,68,44.9,91.1,1480.882353
MA,Massachusetts,09-Apr-20,8123,67,12123.8806,2662,22,1073,68.1,47.5,88.6,1575.624082
MA,Massachusetts,10-Apr-20,8246,68.1,12108.66373,2782,23,1101,71.2,51.3,91.1,1546.348315
MA,Massachusetts,11-Apr-20,8120,63,12888.88889,2891,22.4,1046,62.9,42.8,83.1,1662.957075
MA,Massachusetts,12-Apr-20,8260,63.7,12967.03297,2951,22.8,1194,66.9,42.8,90.9,1784.753363
MA,Massachusetts,13-Apr-20,9435,63.9,14765.25822,3418,23.1,1279,64.4,53.1,75.6,1986.024845
MA,Massachusetts,14-Apr-20,9997,66.5,15033.08271,3775,25.1,1352,63.7,51.5,75.9,2122.44898
MA,Massachusetts,15-Apr-20,10080,67.6,14911.2426,3761,25.2,1314,63.6,52.6,74.7,2066.037736
MA,Massachusetts,16-Apr-20,10129,68,14895.58824,3879,26.1,1266,61.6,49.8,73.4,2055.194805
MA,Massachusetts,17-Apr-20,9895,65.9,15015.17451,3839,25.6,1283,61.5,51.4,71.6,2086.178862
MA,Massachusetts,18-Apr-20,9910,68.4,14488.30409,3712,25.6,1333,67.4,57.1,77.7,1977.744807
MA,Massachusetts,19-Apr-20,10055,67.5,14896.2963,3956,26.5,1340,69.5,56.7,82.2,1928.057554
MA,Massachusetts,20-Apr-20,10678,70.9,15060.6488,4390,29.1,1339,69.8,60.9,78.8,1918.338109
MA,Massachusetts,21-Apr-20,10871,70.5,15419.85816,4852,31.4,1329,63.2,57.7,68.6,2102.848101
MA,Massachusetts,22-Apr-20,10892,70.1,15537.80314,4782,30.8,1351,64.2,59.5,68.9,2104.361371
MA,Massachusetts,23-Apr-20,10832,69.6,15563.21839,4220,27.1,1318,61,55.1,66.9,2160.655738
MA,Massachusetts,24-Apr-20,10734,69.4,15466.85879,4110,26.6,1357,63.6,56.6,70.7,2133.647799
MA,Massachusetts,25-Apr-20,10635,69.1,15390.73806,4213,27.4,1369,64.6,59.1,70.1,2119.195046
MA,Massachusetts,26-Apr-20,10567,68.7,15381.36827,4221,27.4,1337,63.6,58,69.2,2102.201258
MA,Massachusetts,27-Apr-20,10886,71.1,15310.82982,4259,27.8,1359,63.7,57.8,69.5,2133.437991
MA,Massachusetts,28-Apr-20,11163,72.4,15418.50829,4352,28.2,1489,67.5,60.4,74.5,2205.925926
MA,Massachusetts,29-Apr-20,11411,73.2,15588.79781,4398,28.2,1428,66.5,62.2,70.7,2147.368421
MA,Massachusetts,30-Apr-20,10889,70.3,15489.33144,4208,27.2,1409,65.6,58.6,72.7,2147.865854
MA,Massachusetts,01-May-20,10973,71.4,15368.34734,4016,26.1,1150,58.2,48.2,68.2,1975.945017
MA,Massachusetts,02-May-20,10877,71.3,15255.25947,4237,27.8,1283,65,58,72,1973.846154
MA,Massachusetts,03-May-20,10907,71.1,15340.36568,4254,27.7,1186,60.3,53,67.6,1966.832504
MA,Massachusetts,04-May-20,11232,74.3,15117.09287,4584,30.3,1299,63.9,57.5,70.2,2032.86385
MA,Massachusetts,05-May-20,11594,76.6,15135.77023,4559,30.1,1366,65.4,58.9,72,2088.685015
MA,Massachusetts,06-May-20,11470,76,15092.10526,4386,29.1,1382,67.2,60.2,74.2,2056.547619
MA,Massachusetts,07-May-20,11096,74,14994.59459,4031,26.9,1299,63.4,57,69.8,2048.895899
MA,Massachusetts,08-May-20,10965,73.9,14837.6184,3676,24.8,1340,62.3,53.3,71.4,2150.882825
MA,Massachusetts,09-May-20,10824,73.5,14726.53061,3517,23.9,1344,66.1,57.3,74.8,2033.282905
MA,Massachusetts,10-May-20,10876,73.8,14737.12737,3422,23.2,1268,64.4,56.5,72.4,1968.944099
MA,Massachusetts,11-May-20,11168,74.7,14950.46854,3450,23.1,1228,64.1,57.1,71.2,1915.75663
MA,Massachusetts,12-May-20,11013,74.1,14862.34818,3355,22.6,1291,72.3,63.8,80.9,1785.615491
MA,Massachusetts,13-May-20,10968,74.1,14801.61943,3120,21.1,1263,70.2,63.1,77.2,1799.145299
MA,Massachusetts,14-May-20,11080,74.3,14912.51682,3273,22,1271,71.3,61.1,81.6,1782.608696
MA,Massachusetts,15-May-20,10931,75.5,14478.1457,3096,21.4,1237,74.2,61.9,86.5,1667.115903
MA,Massachusetts,16-May-20,10819,75.3,14367.86189,3141,21.9,1247,74.6,65.1,84.1,1671.581769
MA,Massachusetts,17-May-20,10687,74.1,14422.40216,2889,20,1175,69.6,61.3,77.8,1688.218391
MA,Massachusetts,18-May-20,10058,74.4,13518.8172,2792,20.7,1114,69.1,58.5,79.6,1612.156295
MA,Massachusetts,19-May-20,10398,76.6,13574.41253,2842,20.9,1163,73.4,66,80.7,1584.468665
MA,Massachusetts,20-May-20,10370,76.9,13485.04551,2587,19.2,1103,69.7,63.6,75.7,1582.496413
MA,Massachusetts,21-May-20,9980,74.6,13378.01609,2536,19,1066,77.4,69.9,84.9,1377.260982
MA,Massachusetts,22-May-20,10239,76.5,13384.31373,2604,19.4,1112,79.9,71.2,88.6,1391.739675
MA,Massachusetts,23-May-20,11168,76.9,14522.75683,2834,19.5,1098,72.7,65.2,80.1,1510.316369
MA,Massachusetts,24-May-20,9998,71.2,14042.13483,2693,19.2,845,74.4,65.3,83.4,1135.752688
MA,Massachusetts,25-May-20,9963,70.8,14072.0339,2370,16.8,849,75.2,65.7,84.8,1128.989362
MA,Massachusetts,26-May-20,10232,73.1,13997.26402,2380,17,820,73.7,65.6,81.9,1112.618725
MA,Massachusetts,27-May-20,10223,73.4,13927.79292,2393,17.2,872,78.4,69.5,87.4,1112.244898
MA,Massachusetts,28-May-20,10084,79.3,12716.26734,2323,18.3,849,81,67.9,94.1,1048.148148
MA,Massachusetts,29-May-20,10681,75.8,14091.02902,2220,15.8,1118,72.5,64.9,80.1,1542.068966
MA,Massachusetts,30-May-20,10002,72.3,13834.0249,2086,15.1,1087,71.7,64.1,79.3,1516.039052
MA,Massachusetts,31-May-20,10309,74,13931.08108,2081,14.9,1015,67.8,59.8,75.8,1497.050147
MA,Massachusetts,01-Jun-20,9482,71.2,13317.41573,1813,13.6,741,70.2,63,77.5,1055.555556
MA,Massachusetts,02-Jun-20,9834,72.9,13489.71193,1929,14.3,728,68.4,61.6,75.2,1064.327485
MA,Massachusetts,03-Jun-20,10066,73.2,13751.36612,1809,13.2,741,68.2,60.1,76.3,1086.510264
MA,Massachusetts,04-Jun-20,10641,75.2,14150.26596,1672,11.8,1068,73.5,62.4,84.5,1453.061224
MA,Massachusetts,05-Jun-20,10599,75.9,13964.42688,1611,11.5,1066,74,67.1,81,1440.540541
MA,Massachusetts,06-Jun-20,10329,74.3,13901.74966,1548,11.1,1011,70.5,61.4,79.7,1434.042553
MA,Massachusetts,07-Jun-20,9524,70.1,13586.30528,1408,10.4,826,75,62.8,87.2,1101.333333
MA,Massachusetts,08-Jun-20,10430,75.3,13851.26162,1437,10.4,984,62.7,46.5,78.9,1569.37799
MA,Massachusetts,09-Jun-20,10569,75.9,13924.90119,1359,9.8,1013,71,64.1,77.9,1426.760563
MA,Massachusetts,10-Jun-20,10521,75.8,13879.94723,1256,9.1,951,72.2,64.2,80.1,1317.174515
MA,Massachusetts,11-Jun-20,9750,71.9,13560.5007,1104,8.1,685,62.5,53.8,71.2,1096
MA,Massachusetts,12-Jun-20,9961,73.7,13515.6038,995,7.4,716,66.1,55.2,77.1,1083.207262
MA,Massachusetts,13-Jun-20,9555,71.3,13401.12202,1023,7.6,674,61.6,50.3,72.9,1094.155844
MA,Massachusetts,14-Jun-20,9357,70.5,13272.34043,914,6.9,744,68.4,55.6,81.2,1087.719298
MA,Massachusetts,15-Jun-20,10042,73.9,13588.63329,1020,7.5,950,67.8,58.4,77.2,1401.179941
MA,Massachusetts,16-Jun-20,10666,77.8,13709.51157,1050,7.7,897,66.3,56.2,76.4,1352.941176
MA,Massachusetts,17-Jun-20,10663,79.9,13345.43179,1146,8.6,880,64.9,56.7,73.2,1355.932203
MA,Massachusetts,18-Jun-20,10233,74.7,13698.79518,1186,8.7,709,66.3,52.1,80.6,1069.381599
MA,Massachusetts,19-Jun-20,9784,71.8,13626.74095,1048,7.7,708,67.1,51.5,82.7,1055.14158
MA,Massachusetts,20-Jun-20,9813,73.5,13351.02041,994,7.4,627,60,48.7,71.3,1045
MA,Massachusetts,21-Jun-20,9553,71.5,13360.83916,956,7.2,625,60.9,51.8,70.1,1026.272578
MA,Massachusetts,22-Jun-20,10430,75.8,13759.89446,903,6.6,823,63.2,56.7,69.8,1302.21519
MA,Massachusetts,23-Jun-20,10865,78.5,13840.76433,929,6.7,877,67.5,59.2,75.9,1299.259259
MA,Massachusetts,24-Jun-20,10903,79,13801.26582,901,6.5,890,70.6,62.9,78.3,1260.623229
MA,Massachusetts,25-Jun-20,11128,78.5,14175.79618,827,5.8,926,68.2,60.1,76.3,1357.771261
MA,Massachusetts,26-Jun-20,10624,78.1,13603.07298,757,5.6,855,66.2,55.5,77,1291.540785
MA,Massachusetts,27-Jun-20,10377,76.8,13511.71875,718,5.3,900,69.9,55.2,84.6,1287.553648
MA,Massachusetts,28-Jun-20,9678,72.3,13385.89212,508,3.8,582,55.4,37.1,73.8,1050.541516
MA,Massachusetts,29-Jun-20,10474,75,13965.33333,679,4.9,789,58.8,46.7,70.9,1341.836735
MA,Massachusetts,30-Jun-20,11011,77.3,14244.50194,861,6,853,61.1,48.2,73.9,1396.072013
MA,Massachusetts,01-Jul-20,11038,77.1,14316.47211,727,5.1,902,64.1,54,74.1,1407.176287
MA,Massachusetts,02-Jul-20,10843,76.2,14229.65879,657,4.6,856,62.1,53.4,70.8,1378.4219
MA,Massachusetts,03-Jul-20,10505,75.3,13950.86321,619,4.4,839,60.7,52.6,68.9,1382.207578
MA,Massachusetts,04-Jul-20,9820,71.1,13811.53305,561,4.1,710,53.4,46.4,60.4,1329.588015
MA,Massachusetts,05-Jul-20,10053,73.1,13752.39398,607,4.4,799,60.2,53,67.4,1327.242525
MA,Massachusetts,06-Jul-20,10253,74.6,13743.96783,558,4.1,756,57,49.6,64.3,1326.315789
MA,Massachusetts,07-Jul-20,10689,76.9,13899.86996,566,4.1,768,57.3,46.6,68.1,1340.314136
MD,Maryland,01-Apr-20,5507,55.6,9904.676259,1157,11.7,666,65,51.4,78.6,1024.615385
MD,Maryland,02-Apr-20,5558,57,9750.877193,1144,11.7,666,57,40.6,73.3,1168.421053
MD,Maryland,03-Apr-20,5428,54.1,10033.27172,987,9.8,763,63,53,73,1211.111111
MD,Maryland,04-Apr-20,5219,52.1,10017.27447,1070,10.7,750,59.1,50,68.1,1269.035533
MD,Maryland,05-Apr-20,5302,53.2,9966.165414,1077,10.8,728,57.1,44.6,69.7,1274.956217
MD,Maryland,06-Apr-20,5341,53.3,10020.6379,1136,11.3,738,60.5,50.5,70.4,1219.834711
MD,Maryland,07-Apr-20,5620,57,9859.649123,1204,12.2,808,63,51.6,74.5,1282.539683
MD,Maryland,08-Apr-20,5744,58.1,9886.402754,1310,13.3,761,62.1,52.3,71.9,1225.442834
MD,Maryland,09-Apr-20,5997,60.2,9961.79402,1321,13.3,810,63.6,53.6,73.6,1273.584906
MD,Maryland,10-Apr-20,5659,57.4,9858.885017,1299,13.2,855,68.5,58.9,78,1248.175182
MD,Maryland,11-Apr-20,5928,52.2,11356.32184,1301,11.4,771,61.6,49.6,73.6,1251.623377
MD,Maryland,12-Apr-20,6103,54,11301.85185,1467,13,834,63.6,49.6,77.5,1311.320755
MD,Maryland,13-Apr-20,6120,53.8,11375.46468,1494,13.1,803,66.9,59.2,74.6,1200.298954
MD,Maryland,14-Apr-20,6439,56.5,11396.46018,1467,12.9,797,57.4,44.7,70,1388.501742
MD,Maryland,15-Apr-20,6550,57.7,11351.81976,1488,13.1,793,62.2,50.9,73.6,1274.919614
MD,Maryland,16-Apr-20,5874,61.4,9566.775244,1479,15.5,818,70.9,62.4,79.4,1153.737659
MD,Maryland,17-Apr-20,5553,58.9,9427.843803,1414,15,749,65.2,53.6,76.8,1148.773006
MD,Maryland,18-Apr-20,5606,57,9835.087719,1597,16.2,745,60.8,47.1,74.4,1225.328947
MD,Maryland,19-Apr-20,6063,61.6,9842.532468,1667,16.9,877,71.1,61.3,80.9,1233.47398
MD,Maryland,20-Apr-20,6022,69,8727.536232,1836,21,1210,74.3,68.3,80.3,1628.532974
MD,Maryland,21-Apr-20,6161,74.1,8314.439946,1846,22.2,1220,80.9,76.1,85.7,1508.034611
MD,Maryland,22-Apr-20,6210,75.8,8192.612137,1784,21.8,1128,76.6,71.8,81.5,1472.584856
MD,Maryland,23-Apr-20,6160,74.6,8257.372654,1829,22.2,1154,75.5,71.2,79.9,1528.476821
MD,Maryland,24-Apr-20,6172,74.3,8306.864065,1813,21.8,1175,76.2,71.4,80.9,1541.994751
MD,Maryland,25-Apr-20,5984,73.4,8152.588556,1931,23.7,1160,76.3,70.4,82.2,1520.314548
MD,Maryland,26-Apr-20,6289,76.7,8199.478488,1957,23.9,1184,78.5,72.5,84.6,1508.280255
MD,Maryland,27-Apr-20,6316,74.8,8443.850267,1982,23.5,1169,76.8,71.9,81.6,1522.135417
MD,Maryland,28-Apr-20,6553,75.9,8633.72859,2155,25,1262,76.4,71.3,81.6,1651.832461
MD,Maryland,29-Apr-20,6451,75.3,8567.065073,2173,25.4,1268,77,71.8,82.2,1646.753247
MD,Maryland,30-Apr-20,6487,75.9,8546.772069,2116,24.8,1240,75.7,70,81.4,1638.044914
MD,Maryland,01-May-20,6386,74.1,8618.083671,2126,24.7,1247,76.5,71.6,81.5,1630.065359
MD,Maryland,02-May-20,6220,74.1,8394.062078,2109,25.1,1233,78,72.8,83.1,1580.769231
MD,Maryland,03-May-20,6246,74.1,8429.149798,2101,24.9,1201,76.4,72.2,80.6,1571.989529
MD,Maryland,04-May-20,6489,76,8538.157895,2173,25.5,1230,74.8,70,79.6,1644.385027
MD,Maryland,05-May-20,6553,75.6,8667.989418,2207,25.5,1272,77.6,72.8,82.5,1639.175258
MD,Maryland,06-May-20,6706,77.9,8608.472401,2221,25.8,1287,79.8,74.3,85.2,1612.781955
MD,Maryland,07-May-20,6662,77.7,8574.002574,2192,25.6,1276,78.2,73.1,83.2,1631.713555
